ID_SP,TEN_SPHAM,MOTACHITIET_SP,KHOILUONG,GIANIEMYET,GIAKHUYENMAI,THOIGIANKM,SOLUONGTONKHO,GHICHUSPHAM,HANSUDUNGSP,NOISX,PHITIKITHU,LOAICAUTRUCSP,ID_TH,ID_DMN
5659,F5TDU,X46GED,17,2666000,2664000,3,9517,ZYJAUXDQC0G56D3HYKHNTBMK4J4D3FI52ILWF9U72,1/11/2020 20:01,Trung Quốc,183000,3,1516,14
5660,YSQEDL,DBYCCO839B6A99Q1T,11,2667000,2665000,5,6742,SIX9U0LQPAO98U7OKU,7/9/2021 19:59,Trung QUốc,184000,3,1392,56
5661,S78IODLFAO,F92A5E,12,2668000,2666000,0,2110,TAE783MUGUVBMF8EA21C,1/28/2021 18:33,Hàn Quốc,185000,3,704,40
5662,SM2L86SYNEUADKO9U1L961UQMR13IB43Y3XQ,2INGET631UC5HRSBSACT8DTARL51KG2UBCQSW0SE1AUNXP,18,2669000,2667000,6,5029,T79S4,8/14/2021 20:41,Đức,186000,3,962,49
5663,EOTHKAO3SZ,YSOEHNRDEEUU8F9WCXTMH6MQTERW0TTQ2DDNJTHCKVN,20,2670000,2668000,4,8057,432P91,6/15/2020 21:34,Đức,187000,3,1377,109
5664,1E7SJ2,5O5WESZRFCWLW3FUAK7LYNYK8L7D62HYEF4QRTLC8HC8O4WT,14,2671000,2669000,7,9827,I2RTNB9LI12ZZ5S,4/17/2020 19:27,Singapore,188000,3,1355,115
5665,S5MRG,TTREBQWOUY2Q550TON17TPVDK01WCVSZINEWVWTPLP1E00DJO926G2P8PMA4GHDWD3QJOP3UGPGGCR,6,2672000,2670000,7,4672,BH8HJ3,2/9/2021 10:23,Trung Quốc,189000,3,4354,116
5666,1FWEM7HWLFVP41OHN9J854MZ9NF3SKEYQKTR6X6,I2C6D9,13,2673000,2671000,0,8578,YKN32J4,12/15/2020 20:58,Đài Loan,190000,3,673,80
5667,NUPK50,OO2WRP,6,2674000,2672000,5,8218,L7I7AWMGAJIVOBSS7SIUDAOCF7EBM2GDTEBL1BMWCHNTXRML,3/3/2020 22:17,Singapore,191000,3,4217,12
5668,9OSX6F,JYJM0X,6,2675000,2673000,2,9263,Y7Z6D0PVQYZH0ZJT0SY0AXBSZR7MORL091AYW7VHPHZ,7/8/2020 14:29,Việt Nam,192000,3,915,95
5669,LRA0D4CTP8IL2JP4GCRS,6OWGPP,10,2676000,2674000,2,5887,R08LTUBUTCVM,4/15/2020 8:31,Hà Lan,193000,3,285,78
5670,3T7R9IZBDK6GWZQ7JPHUG5YFY5,8A50B63ZQH38ZP5CTA0IVM5R2C897M0I5AQEVR2ACAXJREUG0S3MCBEZO1SDHG91JOMNBG,4,2677000,2675000,2,3231,XIA27R,10/23/2020 21:54,Đức,194000,3,1518,95
5671,TWG3R5,8D6ZJB,13,2678000,2676000,1,7494,WSJ8NI5FMUG2SOOIHGNXBMBQ3144,8/24/2021 5:19,Hà Lan,195000,3,945,62
5672,X7AWSU,P099325KMDUO,14,2679000,2677000,7,695,BQGAK7,7/11/2020 19:36,Hà Lan,196000,3,1344,47
5673,S7REXG,9GCL7PID8TQFKR91ZGANKTXSOAZPFETBJ4ECU73N7DPEBO5TVBMUT2SNS6TBCPQY714LI8M9OZ,14,2680000,2678000,0,1731,35Z7SHZ6PD2QWWW6GVB8CY5,11/4/2020 1:05,Trung Quốc,197000,3,2530,65
5674,JQT9F9,3BZ9O0,20,2681000,2679000,0,4281,4DMH3SQZFZ0Z6JEBRA73CBJ3W6W590O6Y5EOXPDV3YK7FM55XQ,4/24/2020 10:10,Trung Quốc,198000,3,1227,52
5675,9MKZ8X2ZGV7X8XK4YM6EHY5HBLSP0EQ2Z,VWWP7G,18,2682000,2680000,7,6934,JOGMB8,3/9/2020 0:27,Trung QUốc,199000,3,1442,74
5676,WKK4XCPYXNTKZM19QBRRO9HPJZKADMRIQ5IC7VBQ00S62V,PSYANSYSFFG9ZE8CXYHMF3L36QY5O1PE33LDRO79KS90,1,2683000,2681000,1,6109,GO6USLD81Q7,10/16/2020 14:20,Trung QUốc,200000,3,3876,16
5677,6PH78N,B6XLKW9QAYM28212H1XQ5YL4LAV95SIJBCU2XH4EF78DR4IPJUP89Q658U3OBOXJBD7RRLX797GC4UYPY6Y3CTJCJ9AH8,1,2684000,2682000,6,8139,SVH7DQONUIC8T5ZYPM74APJODA,5/26/2021 19:27,Hàn Quốc,201000,3,837,4
5678,QUGH9O,XZHYO3PJQRAIN1WR7TPC9MGKH1O69MUYV4R4RULEH6RC7YCLL9VHE8YO39S9H6PH4IH0NI03A4L8BK9I7Y952,2,2685000,2683000,5,8468,M21R74,6/21/2020 18:50,Đức,202000,3,4105,107
5679,2M6X5RO,RFWSUX19T9PAQH5R73IWEXW3ENVBGO7ZGV8QBRK91AI0MN7NMHSAP,13,2686000,2684000,3,798,SBZD95,8/18/2020 9:30,Trung Quốc,203000,3,1382,82
5680,2B8BSD258XX309SY47TLHJUK,RIVIJ1SYSNDV4V6TZ6SPWOM3AZ9RVSLVP3T402BVIJGPNAU52DMOWQALNWLVXAI9C15Z187LUPF699ZWU61D1XU6VW1U5,13,2687000,2685000,7,3580,P32NYG2MPNZTDNUKR4DXCBNANM2BBE12F71VBB1WPZE,6/12/2020 23:38,Hàn Quốc,204000,3,1601,120
5681,D1CCRN2S6SVL0QT,POMGFP,2,2688000,2686000,5,5805,HEL1W392QT5KFJIETGWFF3B2Z1BBI2S4H57JDIV9XCM2X,8/26/2020 19:31,Thái Lan,205000,3,1265,95
5682,EG3G8O,Z0H1ZR,2,2689000,2687000,5,2580,DT3FJP,9/19/2020 22:50,Việt Nam,206000,3,1525,24
5683,KA4E34,VIWM3JUX25G06CZXETPIBBLSPOQBOUYXENM1TXLOPM00DRIJQ9421CIHP81XG,13,2690000,2688000,0,2928,IIB9TW,4/5/2021 22:01,Trung QUốc,207000,3,57,77
5684,5A99JP44G3B4I90BERRVCBOTR3QIM,QT5VNF449XSETRHZANR41GWH55OI7K26DK2HGPCNPJX4NIYE789LALOTAKTZ44SI,3,2691000,2689000,7,8773,34C8XVYQ7C66HQD,7/12/2021 3:06,Hàn Quốc,208000,3,1105,87
5685,M4QRFC,L63W34,6,2692000,2690000,4,716,5WY33F7AGUT302IDQBVTUL5ESBAQRAO7,12/16/2021 22:16,Đức,209000,3,1142,47
5686,B04FFG,EA013RQHCO9Z10364NEZD5QJ3K9O7BHB1D6WV8AJEB20QA1ZORCIN1DW2BDY,15,2693000,2691000,5,6354,M1ZLBZ0N6IPKVMSDG2Z2B6S9BG36,3/8/2021 21:46,Trung Quốc,210000,3,4137,3
5687,1KBOGR7P2I1ARCQ49YPW5M329X1E6RJ6U,C2IZUU,3,2694000,2692000,5,8371,0RDVMG,5/21/2020 14:45,Hà Lan,211000,3,1182,75
5688,R8R9Y8LZSX5SBV2GHK0IGF0SGEBJPZVU16,E957L4RJJLHZQT,11,2695000,2693000,6,8354,KTWL6V237S947MDIHYCTNPCVMK,12/24/2021 7:19,Nhật Bản,212000,3,1520,16
5689,PBI4NEGJ8TPQ1BWROY6G6088K5A1ZRMILXHU2XN,CH2UYKYCSHC3LX6DAN9EMYHA9UTOSLYLHVCV5SC6M0PPI3EGJDQI1ULOC7NARKCI6V70DQ16OG2GB,9,2696000,2694000,2,9200,UUPVAAUJ9SJDX9YIFHLVYZ03Z,4/29/2020 8:23,Trung Quốc,213000,3,190,21
5690,DOHUJ5,VW3UQ5,14,2697000,2695000,5,7693,7W8X9DQLKMPW423O3LKEHGUD2WR4QZD9HN0M,8/14/2021 14:50,Trung QUốc,214000,3,671,94
5691,64W51F0QMDL7F52SPKCQFFVHXJ7NVG,JVWXO4DDKU4XCHZ4PSM,15,2698000,2696000,6,2364,FFXMIU,12/28/2021 20:53,Hà Lan,215000,3,1241,32
5692,K32KOX6C8E0L1J5G4TNQ3YYRTVW9VU9ETAA0H,D7II2I,2,2699000,2697000,4,4534,8TO1XFM5LP282N5L,4/19/2020 14:28,Trung Quốc,216000,3,1207,7
5693,PF7UT5WLT5SPEJ1B3UVRRR1ZX3ECU7LCHOXRNP,HLK7ZPLC5EMJL0WFZKRASXHBI8N1RCJP2DB4DCB1DB7F4OUZU5TFNL9SQYJBRZODTQ8G0RLS0EV2Q8A2KE1FPDGATBV4PAQR2V,8,2700000,2698000,2,3021,BYHZNUWI5C4277D2U5FSK3HH9DNBUK5TOL0R3BN2HJM5T8J,7/15/2020 0:08,Singapore,217000,3,1503,68
5694,O7YK1RR1ICMBQST7KMPW7AVVIE,D422EK0KRVUVED9GCJAF8E6VBCF9G8129IMIXGDN07HG,3,2701000,2699000,0,6503,1Z3FNW,10/26/2021 14:00,Trung Quốc,218000,3,767,129
5695,G41CI7XV67VZW0,RAB6UR,12,2702000,2700000,5,9815,QAVS78,5/21/2021 8:02,Nhật Bản,219000,3,1378,47
5696,BVU7N3H7PYLCGO2ZH39TIYQSTAJMPC8P9,9I2164,13,2703000,2701000,7,4313,YC5LHO,9/2/2020 4:14,Trung QUốc,220000,3,1136,73
5697,LTB7RK,O2WM6Y,13,2704000,2702000,7,6879,L5XAA4NXZJ,6/2/2020 4:43,Trung Quốc,221000,3,1325,32
5698,VXS7WX,S7VJDMUZVZY54A11BYUHPDFTXGSL0LK6A92NRJYZ90LL5EG0XCCTDNHUUN3BL4ZHL4JLBZDN831UG9Q,3,2705000,2703000,4,9848,DTDDVC,11/5/2021 3:42,Hà Lan,222000,3,1169,58
5699,JO0RZZU3L,JHLDYEXKXGN4KVWPL313JSCN49YZXYG5JIVM7DOKC8LYL,2,2706000,2704000,5,2867,TEO65UYMJEKK86Y,10/10/2020 19:50,Trung Quốc,223000,3,1003,59
5700,O8PDROGV,ZIEL4TIGYTIZM21BXHOI5Y2A63ZJ7ZUV0WQ1FK8,11,2707000,2705000,2,9100,9OCUWO7EI20HCVRVMJUI3J,3/9/2020 21:21,Hàn Quốc,224000,3,1634,25
5701,227PP1P16W8F867Q50RLY7QWQ,DYQRLT2CKIOC7NJZY1AL4KCNIXM3C6CCAXQHY1JT3G7J0M09RCGIWMP4GPT5M6SS1YWH3NF5,17,2708000,2706000,3,9737,2OS8HM,2/11/2020 19:01,Việt Nam,225000,3,1381,90
5702,YTVP4Y3M4OCF5GSSKIF490FMNMKD4I4G,QKNZ9S,9,2709000,2707000,2,198,VFVATUFXH9N57R74K2VMEHTQ36F8OSGFB,8/22/2020 16:58,Trung Quốc,226000,3,1494,1
5703,AHCDEHBHE2O4QNG,Z56NNS,13,2710000,2708000,4,8278,PPF3O0,11/11/2020 19:17,Trung Quốc,227000,3,2941,75
5704,OV5C9L,HB8211HMH2SV5AEP37XBXPNKR,11,2711000,2709000,5,6939,6AGPVN,7/23/2021 13:59,Trung QUốc,228000,3,4504,13
5705,1W4BQ1Y4WX2BW41BBWOX6A1D798,Y3BI6G,5,2712000,2710000,0,3397,FONQNEN83A5Y3YW7XV5OOG225YR3B,10/12/2021 0:47,Thái Lan,229000,3,1468,34
5706,CD1ER2L768Q0O,L8T7AG3UHSMTJ0PGAMWVY71ATZD3TY4CZFI0QZBHOYT4446ASUFAXJQ48J7MYSTBWRXPBHBQXTEPBAU1LBNTBL82I,18,2713000,2711000,4,1831,5BHSFC,8/31/2020 9:47,Việt Nam,230000,3,1083,102
5707,JCOH1Y,XR2IF3NWFJGKDX7GKEDGM1OFE67UHXV34FLI02BN,18,2714000,2712000,6,8290,SYJH0J,8/16/2021 21:52,Trung QUốc,231000,3,848,94
5708,FNP7B1AKDECCA1227JS5WUEC8YXOCCHISP1TR,TNECGADGEVFYLLAQZ8TIIS7OBKPAV41OI17TO6USYCIXDB7L0DGJFNU1H3IA2CSXTT9S6A4FR95DUORUSCBSK3C,15,2715000,2713000,0,1828,CJ2NF0PEF10D6W,11/1/2020 9:43,Trung Quốc,232000,3,1631,31
5709,FHH4EK,5J3LZM,18,2716000,2714000,0,7696,I4TDCM3D1A045IHXQSWE1LE06BECA5L7ZDWO9VDPUHGK5R3U,6/9/2020 4:11,Trung Quốc,233000,3,607,79
5710,026JQI,VGJFQWRA6JTL8PLR5U2CHAYDEQDLCODFH,14,2717000,2715000,2,8372,89VOQ9,11/6/2021 7:08,Đức,234000,3,120,119
5711,UI37C7,EACIZC,11,2718000,2716000,7,952,K73P7G,10/9/2020 2:12,Trung Quốc,235000,3,301,71
5712,YPOWE15YINJIW7FMG25,ROW3QD,11,2719000,2717000,7,1490,OVSM838P1YWGIV8QCCYL9FPT,11/28/2020 3:11,Việt Nam,236000,3,49,111
5713,UXF7G5KHETF49JPPO25HEOOXOBS64P33IUAN7,YBG5HXUJYJCERORHCVCAWBKA9AUJAAX2KT0PPIP37S9YAVHOQMP5YQXZ16N602B7HM98DH410B0TALGXHL2UW4F7,8,2720000,2718000,3,1334,4UI3W3,1/6/2021 2:00,Thái Lan,237000,3,219,31
5714,M431YT,HYRAOCTEEMUE30UK0O3XC3WYNX7OAPCPSQILKETC3QF3KHSK86C1XFMZJCOIOX5TPFVVK2C12WXX2,4,2721000,2719000,3,5937,4K3YT2,7/31/2021 20:23,Việt Nam,238000,3,1682,24
5715,5BH33SXKDD2G2ETROC33OWP6IY7DQJBDJVOZXOP3QBPPYE33,YKVIJ4,9,2722000,2720000,7,937,QJF6V8,11/13/2020 0:27,Việt Nam,239000,3,590,92
5716,BW1V26IVW5TJZ1ASMXRH7T9WGV,SGTBZ7KZ7CHD8VHF4WQLQJKF0ZJ0X41O7UKWB2N428IQ8EEYJBY23D7DC5EMBM7P3PRNT0Q3ZUYXWWKELNL839AP,11,2723000,2721000,2,9530,UIO6D1F6MJ0GGSZ2LN8UWRLYZ45DW,5/10/2020 19:43,Trung QUốc,240000,3,1119,17
5717,AQESO,56BQ2E,6,2724000,2722000,5,2101,B9UBH1QF,5/10/2020 22:40,Hàn Quốc,241000,3,1238,102
5718,6ZQTWG,0DAMLCCU240BTKWW4HB,18,2725000,2723000,5,9285,5GROAE8Q96QYABO9TOHI01H1V7IXOIK9J3JTE,12/5/2020 18:29,Trung Quốc,242000,3,659,23
5719,HGAG89,22VBHU,8,2726000,2724000,2,9112,DN0GQPSF91WJRN32LE93ID62ZDP,5/2/2020 21:11,Trung QUốc,243000,3,1077,68
5720,G32K3GPG9HNKB4P368BG0GE8NDBSRRGUO6,UMOCU3,12,2727000,2725000,2,8318,32HHV3,12/4/2021 12:37,Trung Quốc,244000,3,4064,114
5721,T26ZS2,STEPOYG7HNRB,10,2728000,2726000,3,208,VADUEB,7/27/2020 6:12,Việt Nam,245000,3,815,5
5722,K4VV4D1099NO3S4TDSOJKZD3ZDB9JPA4YLH562J7WZ,27AS9T,16,2729000,2727000,7,9865,09O1MR,3/11/2020 14:58,Thái Lan,246000,3,856,126
5723,ME71NIO53JE72R1E4VK8V39F2YY01Y,NS6UIJYH5TGN5R710BW21I6KFPKRMK85B16ZJW5,17,2730000,2728000,7,64,F8A8KF,3/11/2020 6:06,Trung Quốc,247000,3,884,74
5724,52768UYCFVW7RP0WPB5LE1EY1UG0A4VRJL4DJT5B,K2VBPQ,16,2731000,2729000,4,8194,VWF9216URUN8WJ3H,9/1/2020 17:41,Việt Nam,248000,3,4257,115
5725,ASO0KV5KYRHEJCJQRFPY5LS8BHQFSOVYTZJ8CHWLRP81PXHA,I00YVPVTQO29EC84K2N4PVEDIA8J,9,2732000,2730000,3,868,I7OWUR,10/27/2020 1:01,Trung Quốc,249000,3,1407,63
5726,QH4O2Y,9VTYMS9DW52VG76FVQ1DDLGBH1INW2HSBJA6GZ2A6A238FV9S8X7O8BJ29YO2FOZ9AACGZNSXQMP5IKFPK2L1Q3MVQ64S09AWY91,11,2733000,2731000,4,2961,JU0SIZHUMSI9WWXHWWJHZ2A2SJIDYJ,5/6/2021 14:50,Hà Lan,250000,3,586,56
5727,AL199X,4DU9RG,7,2734000,2732000,5,7675,YQXJZE,12/28/2021 19:29,Trung Quốc,251000,3,513,109
5728,G4FQI,5DG37Q9WWYNHDJIP9W2SNK9,11,2735000,2733000,0,5228,TZ9OE2,1/9/2021 11:06,Nhật Bản,252000,3,864,66
5729,28Y1SXEYCJQ2P11,8GB5GDZT88Y4CUXW2IB50,9,2736000,2734000,3,4466,7WP0RS9Z634823AQL6XIA7KXZJ1QC,12/5/2020 2:09,Đức,253000,3,1721,5
5730,0PBYZ3QJB0M8QP5SB13ST9B3QH,1PJURRT22HW2CCSGEQ01TY2P1BAVFKVQGKM4H61VB46H0YDB4VF,6,2737000,2735000,0,2622,4ZB5HC,7/7/2021 20:13,Nhật Bản,254000,3,1702,1
5731,Q659CS021SE56BMNAJZPXJHMPBGROP,OGGT16JHR4XFBRONGH8HZMJW03TFSPKEJMBQV,8,2738000,2736000,2,9231,NZO6JCQH70OF37GH0T1JW3OHT7TVEEBDJDIGN5L22BLLS,5/16/2020 9:36,Trung QUốc,255000,3,1368,115
5732,VXSP7U3,XF9NGA,19,2739000,2737000,2,8291,LDEBRJ1MBU34UBHBA6K931E6FJGAZXSRWRCDH3J64KXTP1ND,7/22/2021 15:45,Singapore,256000,3,1315,77
5733,13ZKMC6I36GSFEDCL4N6BW5OG11P65S9XBGWOXXO,EDPIME,20,2740000,2738000,7,5601,9KARFV,9/11/2021 23:00,Đức,257000,3,1662,49
5734,8JU3FU,XBP4SUV6W1J896BG6QXKKHCB77A61,2,2741000,2739000,1,1699,UAS9HK32FA11YYTZV1TRFGI00O038A79EQLD1,6/10/2020 12:08,Singapore,258000,3,1335,57
5735,PG1EPJ09N2QK4L3BJFT71L0OZHDNFA5AXLVG86MHJV833A6T,LFV7PU03QVV5KS3LYEVSSBH10DLGLKHJQ7B3QS3XO536ZF,17,2742000,2740000,3,3844,P73BAFRT5FKSM8U7ODVT930K9PS,5/2/2020 4:37,Nhật Bản,259000,3,1713,31
5736,TFN5WS,W49TPAQK2XV8P6P8A10FWMAT1R39257L6IP8SZ2713EOCFA511ODZ7XMD1TSIROHL7NZBRAZEZMU8OVKOZTR16,14,2743000,2741000,2,5608,P3C2ZO,1/5/2020 2:33,Singapore,260000,3,4883,94
5737,SJBDRTJCF90701VV5X3SN9SP6NIMAZM52VYZUG7R0MKLKJJ8K,EWFSHX,9,2744000,2742000,1,4302,HSZKP7KQDI2LXLBR6,11/9/2021 3:33,Thái Lan,261000,3,1666,80
5738,VI3RH0,7YUUMG,2,2745000,2743000,3,5990,O2FLLLAUL31TUN6UDX,9/14/2021 8:02,Trung Quốc,262000,3,4544,65
5739,THXOOPF0AGV6WQJYK6SIYEY06P0KRJMDU9XRI4JZ51XEPSMMEA,UXQ9MQCBE5EBPFXXHUOFNA7G8HF13D96,18,2746000,2744000,6,5377,OWN9S711UYDJ850Y5IQ6MGTQNX4,10/1/2021 2:20,Trung Quốc,263000,3,970,53
5740,XZ9ASN,OH3KQ4H0VC11PJLGZXGX4M4DIU5ML00IY7J3L7F0B08UI3PHWN,8,2747000,2745000,0,8885,N8EE2B,4/17/2021 12:28,Trung Quốc,264000,3,1196,76
5741,RZNZRLR7Z31VLC364XL4M,S0K52QIPMNGV44VJO9MSLVW16J2914IMG66QWUBWUJP484ONFRQPO3JYQH0DMD8BSO0TSBBEZBW5UMJ6WPN9FABHZ1U71YO7,18,2748000,2746000,6,8065,NXHH3G,7/23/2021 23:55,Trung Quốc,265000,3,1237,40
5742,1C45RN,OG9HK6,9,2749000,2747000,4,6544,4B537Y,7/21/2021 5:02,Trung QUốc,266000,3,244,44
5743,QWJI49,FILS4F,14,2750000,2748000,5,659,8CN7ELSW,7/17/2021 3:08,Trung Quốc,267000,3,781,67
5744,B8OV0RJWOOLNHPN,CM1H6E,16,2751000,2749000,0,829,4I9X1SAA2KW4U32O4GJKITKBNH9X6,6/24/2020 1:16,Đài Loan,268000,3,814,33
5745,I7V6EF7NEBFHZ5J7SR834W0NDKIVMV14E5X5WOI6M62VIP,QB93FN,4,2752000,2750000,6,6742,OJLKXD,11/5/2020 12:37,Đài Loan,269000,3,1718,23
5746,ZDQXU2081CWMQBTPV40P0LL1E72L67JC3O76DANCD563C76NZ4,EHCLOO,4,2753000,2751000,6,874,YGPMNHKVKD7WQCF3DX2F100RX4I1GTW9TND6AXXO9IXCXDK,1/30/2021 17:41,Trung Quốc,270000,3,664,52
5747,UQ88VTXHRJV9,IF9W113UJ863X8AIASOFN2F3KVXWFJDMHBZ8GUYYQCSUW40SKU,14,2754000,2752000,1,3201,I7OMAGEK,4/14/2021 12:28,Trung QUốc,271000,3,1445,106
5748,I6ST7E,N0MHFSZ0NCB1X,4,2755000,2753000,6,7085,XR6PQA,12/15/2020 3:45,Hà Lan,272000,3,1627,45
5749,KR5AMWST1JL28NY2MZ5Z8E,QFS0SR,15,2756000,2754000,0,5567,7X62ND,12/13/2020 13:33,Trung Quốc,273000,3,805,38
5750,VZURG1,9LWQ9MYV6QCJYUJ05AD77HV,2,2757000,2755000,2,285,EES9WK,1/10/2021 12:19,Singapore,274000,3,243,31
5751,2GXIB,AJ51ZGB06IUPM7RLIEV6T3J5OXNGGYYCGWGJT3OQV54LUZ4KZO8OALBR3Y4O765B4POQSQ9331HHS9,8,2758000,2756000,2,2212,6WT7SH,4/24/2020 5:34,Trung Quốc,275000,3,2915,101
5752,F6QJYC3U,U4JULR3H8V63L,16,2759000,2757000,2,7595,KH79FG,6/28/2021 10:15,Singapore,276000,3,552,9
5753,JEOFQQBNWBF6CJUS8LK03FSKY242EQSUU9KIJ,RUAJMMB5LI185TXQPKNISOKS9AHQP2PS2UJEBXRGGJQKXM6X6F88JCFB8HAPFFA6,15,2760000,2758000,1,737,ROLP4VQ2P2HWUCAFZG5S5Y94LWC9TGQG4VLOFLB2Z8EKLAN,7/5/2021 6:31,Việt Nam,277000,3,1453,121
5754,R5UAMM3XRJP,EQSGHP,11,2761000,2759000,3,4549,S9H4VY,11/7/2020 7:14,Hà Lan,278000,3,1251,76
5755,LDX3O2,X1QVCZ6UJW3Z4PQ9ZKHSXNG62PJ51ACGCTNW57XO2D6VOULA80WVP63LXW3AN98PRRUZJ5V2JN,1,2762000,2760000,7,8893,5E2KTQNYZ0UXJ5SX7CTF3A52O74UU8U3MGOYR,8/14/2021 15:10,Trung Quốc,279000,3,846,20
5756,51LCT39C1VULEU60C2IT02UAL8WY,RHIIC5C47WA88F3V2U4CAA5E9E,1,2763000,2761000,4,9873,LZFRQWJ4NLTHE,12/3/2021 4:03,Đức,280000,3,1690,94
5757,2P7PKM3J2Q5ADT8DC,BBKKVZCE7SUHID1KZ0PY75E6S32BHAIH0P,12,2764000,2762000,3,134,K5VFA0VO55VD92VY7D0OPATJ8ON5HYO,6/13/2020 10:51,Trung QUốc,281000,3,1489,58
5758,VXK2LC,1H3KR1,17,2765000,2763000,7,84,8SR2OLE0BGLDRJVSDNP0WJLF7JS7EHLZT8EQ1F7HZMR,3/12/2020 1:36,Trung Quốc,282000,3,3118,90
5759,ZB6JRD,FLCSSR,2,2766000,2764000,1,6072,IUVLOE,9/26/2020 12:57,Trung Quốc,283000,3,159,80
5760,E4RTK3,OVQ4VHB9L3LBEP82CU0R37PQGKWE7IO9SNTW2W5L6ESH,14,2767000,2765000,3,436,VNQLE0QGOFGYS5D8H3WNVY55TOZOOXKIC6YK9GO1WQCQWWML4,6/7/2020 9:56,Trung QUốc,284000,3,1115,108
5761,TA3CHMVPRUZDA5A2AX7CHEUWDPQ3AR2BW9RCXC,NYPK83,12,2768000,2766000,7,4157,PWOFVI,9/3/2020 14:18,Trung QUốc,285000,3,838,123
5762,ZWFR7OSZPXKJB60MD6NGSA5FN5K,CF7L70,7,2769000,2767000,6,3062,4EEXYITCGXLG44Q,8/7/2020 10:46,Trung QUốc,286000,3,1472,28
5763,U9JIX5,A1P3B1,7,2770000,2768000,5,7362,4DCEVCHAF84RN73S5GA9TZREOQ8DWL22CDFEWC7FZB9B72NO,11/28/2021 7:35,Nhật Bản,287000,3,1369,27
5764,1OUKMRCZWOVXP1O3NBU905,L8XKYOHLLZ34VXY666X54CH4AMCF8DWW,12,2771000,2769000,0,5074,VHO1M8RI,12/3/2020 7:58,Trung Quốc,288000,3,1401,78
5765,BO3GY8,BSCD7IFH7XQMDET0HWMUNA4BERHRSKMMSC8A8TKVOJ32LWO4MA8SMIBJ2L7RE41AZCJ1JGBQO8DYU6XMJVTAF7PD8,6,2772000,2770000,0,9142,ZM5INREU,6/22/2021 21:31,Hàn Quốc,289000,3,1677,4
5766,LSN0XGXOQWA3FUX5B7GFJPXG25N1G8JRO59JU22C4HEGHAS,FBAG16MG9OAI8ZC7F51WJOF,12,2773000,2771000,4,2662,T3XEIBILH3E300VEN867W2E5AV4BCRKCNZO8AUVES8N,3/20/2021 10:27,Singapore,290000,3,253,125
5767,DRTVNW,YNV8L0,12,2774000,2772000,0,5889,62HHNIE7,3/19/2021 4:11,Trung Quốc,291000,3,361,63
5768,JFS57CC2NC9SYR14PGNNYRGNNGDOS,4VFK4Y,7,2775000,2773000,2,9636,B32PTW0BIBDHTV10JZS20MD4EZXDC9ALBXRXDY,7/28/2020 13:51,Trung Quốc,292000,3,4321,105
5769,25WRSB,20XJB64SBAMWOWVBHM77VMSUCB9XPHRNT4OSH,8,2776000,2774000,0,2093,GXOFCT,3/31/2021 15:46,Trung QUốc,293000,3,3398,123
5770,EY713301O3ZRK107BFKRW21896UX08,BDQJXB,15,2777000,2775000,4,5330,PTF1KZ,11/8/2020 21:53,Hà Lan,294000,3,1364,128
5771,VGC387,M30E40,2,2778000,2776000,1,5228,DQ5FN77VLOX1UHS26JUP,7/2/2020 16:10,Việt Nam,295000,3,1084,68
5772,2606HQ35XHE5QN3JMQFDVKDETINU3NJASROCJTQ8,RA8WXS63PAPZWZI1GJMMSNRSDJFT1IZ4V81QSPSA7PPHSKNSW14G38WT00P72PZTV,4,2779000,2777000,2,6112,UG5ZRX,8/27/2020 14:38,Hàn Quốc,296000,3,603,37
5773,N9WLX8SYE6,OBFLHU6UDN77GFHIY4KSJTIKFHUL2VH1T1WK34B96YXL5NAX4VE9F6WKVJPT4CTA9CURDMDCD0ZFDE44BZY6KVAHHZ,20,2780000,2778000,6,3908,OEWLVEB3J4CUFUHG5GU9HS,3/7/2021 16:10,Thái Lan,297000,3,87,100
5774,Z9C790,KMHU7AMHOX9W9CX60P,1,2781000,2779000,2,227,VQ625A,1/16/2021 8:43,Singapore,298000,3,4069,122
5775,4D1M5MNVOJHPZ51X092B1ARHDLQZ2TEEXYJZ3KIUDDTX4E905Z,7IZ9BYG8BG6L6DY4PJQ2DIUF59FVQF4LJHWDJRQZR0NNH64DP3WT6BJ4WI11X79Z3NRANP45S28,15,2782000,2780000,3,254,5O6O4JX2BPNJCOS0N9Z0EG1U4GY5EA7NDOVXN6O8UAZU3,5/13/2020 12:41,Trung Quốc,299000,3,1703,74
5776,R64EVITN9XC9YX,LOODXIERUDE7U6IEL4Y2LI24XG751159VM98K9,2,2783000,2781000,6,3664,M1BY1J,1/7/2021 1:10,Trung Quốc,300000,3,1204,92
5777,JETVSWVZ6WGBXTTK9ZE3RZDVOEJ8KCWP3,L4SMC4,3,2784000,2782000,1,9206,70TNSF,8/26/2020 11:51,Nhật Bản,301000,3,741,60
5778,XITKNWNJVMQ6CY0K8PYLMG0C,U1PPXA,2,2785000,2783000,7,9236,I6KUNA,9/18/2021 4:51,Trung QUốc,302000,3,1643,42
5779,GTZAJ,ATU4UP,13,2786000,2784000,6,1453,TMS1WJ,10/28/2021 5:05,Đài Loan,303000,3,1776,92
5780,ZB5BT8,UC4667,6,2787000,2785000,4,9994,ELO41R,9/27/2021 7:21,Đài Loan,304000,3,1473,12
